country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,7.40,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,10.40,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,13.70,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,15.20,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,24.00,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,23.60,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,41.40,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,50.00,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,60.00,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,64.70,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,64.70,Male,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,4.70,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,5.70,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,6.40,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,11.00,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,11.10,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,15.30,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,18.50,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,33.30,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,45.50,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,50.00,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,55.00,Total,,%,,,,10 to 19 years old
Latvia,LV,LVA,428,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,56.10,Total,,%,,,,10 to 19 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,25,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,28,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,31,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,32,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,38,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,53,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,71,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,70,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,74,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,80,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,75,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,77,Total,Units,%,Estimated value,Free,,Under 15 years old
Lesotho,LS,LSO,426,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,80,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,5,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,9,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,7,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,7,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,7,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,8,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,9,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,13,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,24,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,25,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,31,Total,Units,%,Estimated value,Free,,Under 15 years old
Liberia,LR,LBR,430,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,32,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,76,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,74,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,64,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,63,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,67,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,71,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,70,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,71,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,66,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Libyan Arab Jamahiriya,LY,LBY,434,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,60,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,<1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,<1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,<1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,<1,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,2,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,2,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,3,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,5,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,5,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,8,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,10,Total,Units,%,Estimated value,Free,,Under 15 years old
Madagascar,MG,MDG,450,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,7,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,13,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,17,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,22,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,27,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,31,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,36,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,43,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,52,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,56,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,64,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,68,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,69,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,71,Total,Units,%,Estimated value,Free,,Under 15 years old
Malawi,MW,MWI,454,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,72,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,>95,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,>95,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,92,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,87,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,80,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,75,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,75,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,74,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,74,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,76,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,88,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,87,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,89,Total,Units,%,Estimated value,Free,,Under 15 years old
Malaysia,MY,MYS,458,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,91,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,10,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,13,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,15,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,18,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,21,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,22,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,24,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,28,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,34,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,33,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,35,Total,Units,%,Estimated value,Free,,Under 15 years old
Mali,ML,MLI,466,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,42,Total,Units,%,Estimated value,Free,,Under 15 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,11.90,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,11.80,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,15.30,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,19.30,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,22.10,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,27.80,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,31.90,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,30.00,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,34.80,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,45.00,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,56.00,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,27.30,Female,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,16.20,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,19.80,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,20.60,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,19.30,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,23.20,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,30.40,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,37.00,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,35.00,Male,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,21.10,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,21.90,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,27.30,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,33.80,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,38.30,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,47.60,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,26.30,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,24.70,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,29.00,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,37.70,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,46.50,Total,,%,,,,10 to 19 years old
Malta,MT,MLT,470,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,29.90,Total,,%,,,,10 to 19 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,3,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2014,20,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2015,27,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2016,28,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2017,30,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2018,33,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2019,33,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2020,34,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2021,33,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2022,33,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritania,MR,MRT,478,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2023,37,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2010,11,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2011,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2012,14,Total,Units,%,Estimated value,Free,,Under 15 years old
Mauritius,MU,MUS,480,Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART),2013,17,Total,Units,%,Estimated value,Free,,Under 15 years old
